8/3/2016 7:18:18 AM
4 1 1993 volts
Name	Area	Similarity	Match	R.T. (s)	Height	FWHH (s)	Tailing Factor	Peak S/N	Quant S/N	Base Mass	Quant Masses	CAS	Group	Type	Sample	Spectrum
Peak 74	838374	180		680.645	42997	0.914	0.67	40	33	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	73.05818:68246.07 74.14159:2043.09 147.06922:26492.14 148.08789:4335.29 221.09375:15832.16 222.08832:3858.01 223.12922:475.44 295.10697:2853.42 296.04637:237.50 319.56968:403.16 355.06462:8896.69 369.20246:459.49 385.76607:284.46 386.31824:237.40 400.30855:393.47 404.57015:271.58 410.08817:103.96 423.15456:98.91 429.08638:2519.27 429.99124:367.66 441.36361:302.08 445.80488:75.74 485.00560:126.69 489.10285:334.43 498.61472:303.28 503.17315:2331.08 510.36266:97.77 540.56905:75.52 542.31305:75.65 549.60997:135.43 559.56778:176.54 575.90796:100.85 601.70950:303.33 610.74416:96.89 632.15268:143.17 633.76598:267.89 636.16353:131.61
HBB	9727402	151		683.412	626727	0.923	1.01	2765	3520	551.49	XIC(551.5±0.5)		t	Target	Day 4 L-4 v-2:3	387.67685:20663.60 389.67577:85467.94 391.67731:138306.11 393.67868:111801.24 466.59577:12736.87 468.59031:55184.50 470.58406:115216.22 472.58641:118438.70 474.57346:69376.28 545.49242:26498.35 547.48797:169441.00 549.49189:424307.50 551.48925:558069.19 552.44427:61414.23 553.48664:410090.41 555.47483:154580.17
"Benzene, hexabromo-"	8036591	539		683.413	515829	0.814	1.01	1568	3592	551.49	XIC(551.49±500ppm)		p	Unknown	Day 4 L-4 v-2:3	48.02112:23804.53 49.05123:4776.44 50.04299:8022.99 56.08248:23231.40 60.01848:76006.56 60.80537:608.66 61.02819:14628.35 72.01404:354855.41 72.46039:574.70 72.58002:252.19 73.02012:124691.86 74.02465:49211.29 74.26449:307.83 74.38459:656.53 75.03740:7922.14 75.46577:1995.21 75.97699:5406.06 76.46545:4179.84 76.96472:3512.57 77.46181:2694.27 77.96681:648.04 78.93298:99926.48 79.41990:2476.28 79.93180:20730.77 80.93422:94061.52 81.48167:3017.76 81.92908:19530.26 90.93308:48714.37 91.05467:12762.15 91.30702:324.97 91.39651:272.93 91.55035:1348.35 91.91972:1315.98 92.38379:238.67 92.60832:775.28 92.92799:49805.67 93.31608:257.55 93.46689:248.56 93.67823:251.04 93.81398:339.27 93.90712:1231.32 94.29964:787.00 94.52393:656.32 94.59691:933.20 96.04928:2717.27 100.97450:586.66 102.95223:18625.89 103.94426:793.82 104.93200:17282.93 105.92662:367.27 114.92664:138617.94 115.42443:16064.22 115.92245:149017.71 116.42299:32283.90 116.92314:138730.90 117.42414:18255.74 117.93530:10866.59 118.13197:1945.05 118.74219:805.07 118.87877:979.11 119.34141:2651.01 119.53030:1821.84 119.83197:868.35 120.13710:1068.95 121.01397:700.91 122.08083:779.93 126.93440:23985.81 127.93510:4539.92 128.93465:30334.15 129.93727:7546.09 130.78445:300.95 138.95374:25642.46 139.10332:6624.22 139.36325:821.72 139.60066:1023.64 139.95485:3565.76 140.93438:27795.82 141.51062:586.82 141.65809:535.64 141.91858:2899.23 142.27195:283.83 142.96272:776.33 146.56704:1510.35 146.85110:580.87 147.34333:345.96 147.49494:267.20 147.62774:509.21 147.89639:915.75 148.59652:257.04 148.78686:279.60 149.12978:666.22 149.49262:745.60 149.73148:1054.75 149.89324:405.65 150.26817:1730.54 150.93141:265694.97 151.93533:76052.50 152.92944:272243.77 153.93593:75273.00 154.38546:35072.81 154.91186:21850.51 155.38173:95821.09 155.89674:34316.07 156.38061:92449.00 156.88594:30701.21 157.37791:34795.49 157.88446:19202.16 158.21796:10145.10 158.71598:1034.96 158.83405:751.38 158.97066:708.92 159.27025:6291.04 159.87698:21847.58 160.78652:318.74 161.86088:3768.44 161.94210:6372.19 162.33414:249.91 171.84140:2289.69 172.04217:639.10 173.87551:820.41 177.57389:488.81 181.85397:5764.40 182.05304:1044.08 182.41075:220.50 183.19147:1214.97 183.84879:11754.28 184.50399:878.70 185.85892:5543.30 186.18299:672.07 188.06218:325.87 193.83884:29807.63 194.31994:6868.63 194.83974:88622.68 195.33766:13467.51 195.83894:145166.59 196.33782:19965.60 196.84056:90792.65 197.33726:13851.26 197.84094:32755.34 198.90141:10015.50 199.41620:1337.27 199.88701:2493.62 205.84304:13218.05 206.18897:1058.17 207.85454:24587.12 207.98140:6663.96 208.76971:319.46 209.85157:13121.33 210.18991:1020.43 217.83770:2065.50 217.96542:1062.69 219.83720:5751.83 221.84038:1426.55 221.94165:486.32 229.85094:179991.73 230.85475:22455.84 231.14993:2049.02 231.84875:359887.34 232.84872:46199.64 233.27635:8927.22 233.84662:184262.50 234.27433:33834.89 234.83297:35345.20 235.28960:48187.14 235.80588:23942.75 236.29184:49125.48 236.79558:22259.08 237.28891:25712.00 237.79181:11321.30 238.28157:11131.75 239.36049:1798.62 239.63871:902.06 239.74275:847.71 239.99388:338.95 240.21175:2235.44 240.46948:2193.37 241.54428:302.54 272.76253:4764.10 273.74684:23076.00 274.24936:3571.69 274.75098:56468.14 275.22584:6557.32 275.74631:71256.75 276.21713:7656.42 276.74300:53454.65 277.21417:6189.23 277.74045:20959.77 278.18459:2773.61 278.73617:4878.88 288.70801:364.14 298.81882:530.65 300.68497:296.08 303.83369:122.50 307.46612:416.50 307.62777:452.74 307.81698:634.14 308.09404:201.11 308.76233:27348.19 309.76236:9515.76 310.26317:1144.71 310.76514:83397.80 311.76792:29839.77 312.76040:87406.36 313.76609:32500.22 314.76033:35737.46 315.76133:15444.99 319.60210:5386.20 320.16024:1152.48 320.72915:1824.87 321.16508:232.47 321.41789:650.78 321.64252:437.69 325.03802:449.51 338.49073:402.93 349.87223:133.54 349.98906:110.98 350.60198:189.09 352.59482:410.18 361.09190:292.15 375.59208:266.37 379.86939:223.35 380.11288:133.35 380.38583:244.62 383.49906:432.36 385.48944:153.27 385.79606:186.24 386.04145:177.34 387.67716:22852.19 388.68555:8083.09 389.20724:458.11 389.67563:95852.64 390.67180:26907.97 391.67791:157169.39 392.67861:41147.20 393.67908:126791.90 394.67855:33264.63 395.68116:51720.90 397.69569:20576.17 400.87676:747.57 401.12449:3126.90 402.09357:771.67 402.49520:1602.16 403.16143:254.15 403.47500:155.27 403.68730:561.47 404.10251:216.48 407.18435:243.47 423.99007:111.33 445.73895:202.74 446.46448:83.01 457.68553:121.29 460.51959:623.60 465.83952:231.96 466.59542:13840.67 467.58352:13056.98 468.59035:62101.32 469.60205:59666.05 470.58502:129437.38 471.59946:119682.78 472.58737:133645.27 473.59933:120805.25 474.57428:78191.62 475.59368:64334.67 476.58065:33850.18 477.57387:25852.94 481.33326:855.15 481.60557:435.61 481.95296:347.72 498.50937:147.83 519.25098:300.40 523.06924:116.61 535.89461:323.09 545.49303:29957.28 547.48848:191915.09 549.49173:483164.69 550.46412:53130.87 551.48929:635038.57 552.44293:69290.93 553.48672:465135.05 554.43142:52081.68 555.47566:175158.02 556.41850:20214.32 557.47386:27835.80 558.84434:585.79 559.79359:406.23 560.23585:418.54 560.38899:199.64 569.10820:118.24 588.64325:83.74 589.09796:124.95 596.21394:180.76 597.84700:104.65 614.41769:277.83 615.22871:85.60 617.08919:89.10 642.00576:120.35
Peak 76	70635			686.164	3793	0.999	1.76	11	21	79.95	XIC(79.95±500ppm)			Unknown	Day 4 L-4 v-2:3	79.94688:3202.53 146.73763:219.78 290.43189:114.32 419.37298:129.59 439.42603:383.33 444.58335:511.68 485.76241:109.43 493.74929:294.69 558.76089:223.93 564.52949:153.00 564.72114:99.95 581.88282:205.25 583.42681:152.04 595.32980:98.04 597.69429:142.74 597.92336:133.25 633.25244:119.08 642.63896:112.75 650.06347:212.42
Tetracontane	21136878	695		689	1389766	0.780	1.04	1440	478	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.48734:5663.65 44.95270:1950.15 45.15706:4876.99 45.51810:975.74 45.60096:1866.41 45.79112:3219.42 46.12920:1516.72 46.18528:1159.08 46.34803:1223.55 46.46730:2273.22 46.71700:2186.75 46.82054:354.01 47.19481:1305.74 47.33412:408.14 47.38689:542.99 47.51302:1965.09 47.69961:354.94 47.80737:331.56 47.92662:752.91 48.20656:2008.35 48.39664:2140.49 48.52167:312.52 48.66661:1265.50 48.76095:291.45 48.90345:634.85 49.17565:437.30 49.24375:1686.93 49.37458:1706.80 49.92689:2476.45 50.20055:2251.45 50.67119:1294.33 50.76309:431.27 50.87016:1887.66 50.93029:2120.08 51.17420:893.57 51.41102:2277.10 51.51723:2736.54 51.79665:1745.70 51.89871:1232.35 52.16155:1300.25 52.40833:4194.78 52.57919:357.39 53.00983:2330.51 53.08553:9692.93 53.49501:2345.23 53.67132:972.80 53.83783:2034.20 53.94848:2148.20 54.06207:59163.28 54.66504:2573.85 54.73832:2233.70 54.94541:2987.27 55.06978:580517.71 55.59960:7609.49 55.96785:1977.46 56.07626:324155.45 56.59691:2392.68 57.08388:2374719.72 58.08735:107181.21 58.87573:5974.39 59.09094:7536.14 59.33170:761.85 59.50810:3551.39 59.80450:2427.41 59.92187:521.88 60.18294:3871.43 60.36005:3993.98 60.95339:1637.94 61.14740:2155.55 61.93088:584.50 62.27274:4627.17 62.44817:1017.07 62.93486:874.52 63.16369:1825.96 63.26482:560.40 63.41311:546.86 63.52956:2030.47 63.64903:247.80 63.73655:519.48 63.94808:1688.28 65.00028:889.80 65.07577:1510.26 65.15130:532.56 65.23938:458.89 65.47170:2080.84 65.76976:396.80 65.79529:409.49 66.09646:3526.42 66.54016:1163.38 66.69334:1463.57 66.85911:904.47 67.06705:62230.57 67.86135:2259.87 68.07196:62583.95 68.42789:643.93 68.50504:1546.32 68.85094:2186.69 69.08101:327802.22 70.08807:217280.74 71.09506:1417410.57 72.09767:82947.18 72.94118:3540.75 73.23177:3627.41 73.47501:4615.91 73.64002:2186.78 73.92921:1200.87 74.21071:367.10 74.29923:918.22 74.33733:1279.02 74.62764:1805.13 74.83829:986.60 75.26280:302.63 75.37555:1405.60 75.41341:953.13 75.59314:2197.36 75.76417:492.36 75.83890:1352.62 75.96832:592.21 76.11696:3379.06 76.50059:1097.97 76.60855:2508.33 76.86852:382.28 77.02192:4731.50 77.15914:2494.57 77.31984:927.88 77.80157:497.46 78.17303:2584.69 79.04514:3036.89 79.10064:1735.50 79.21170:1030.77 79.73942:1311.12 79.84004:792.93 79.93548:804.56 80.08739:2251.26 80.17116:1008.43 80.27436:1685.90 80.42573:875.58 80.81634:677.01 81.07823:27138.55 81.43733:1398.35 81.51807:2331.39 81.80192:1366.46 82.08635:61169.06 83.09324:226331.20 83.93230:1444.78 84.10058:122076.50 85.10873:887812.95 86.11121:62382.07 86.93423:1037.39 87.04657:4099.56 87.10893:3445.93 87.28602:4753.68 87.54331:813.25 87.64878:2174.26 87.89619:536.62 88.21702:875.14 88.27646:1130.57 88.45229:1539.67 88.61335:277.11 88.71722:882.20 89.10685:2776.42 89.35878:1094.76 89.59967:497.45 89.66068:920.62 89.74733:974.41 90.88998:301.18 91.06859:1881.45 91.18776:578.34 91.29152:727.54 91.45150:920.49 91.62030:368.28 91.68079:708.81 91.87453:261.34 92.36861:500.35 92.68411:2063.21 92.81966:466.86 93.04493:995.18 93.17950:1125.36 93.24791:1352.58 93.53997:1510.91 93.57436:1134.81 93.84418:444.28 94.29840:1474.21 94.40968:685.33 94.51046:1427.08 94.72297:1758.69 94.90743:1326.05 95.09075:12854.49 95.39757:1414.27 95.62986:1404.62 95.85058:468.12 96.09904:32976.41 96.34196:1560.90 96.61446:2063.44 96.89319:595.47 97.10772:159066.93 98.11297:80055.39 99.12258:272761.35 99.95898:1626.28 100.12513:22791.87 100.89797:1099.80 101.14518:1336.80 101.90390:1041.79 102.20140:319.40 102.30279:1249.18 102.46959:691.60 102.58252:1009.71 102.77017:295.11 102.83346:268.81 103.02346:1290.96 103.28527:1756.57 103.60973:682.57 103.73680:414.22 103.81716:999.10 104.45404:265.05 105.65127:1400.43 105.76606:306.71 105.86238:250.84 106.02302:692.61 107.42584:892.08 108.04226:1430.80 108.25225:287.80 108.39781:558.88 108.62968:869.66 109.10646:5108.94 109.37527:669.19 109.65323:238.48 109.73413:504.67 109.89983:990.00 110.11608:14535.98 110.42457:1188.12 110.59963:913.70 110.81048:1560.48 111.12177:71983.68 111.60345:1632.69 111.76978:1495.50 112.12655:56600.32 112.59808:1314.94 112.78123:2535.97 113.13737:170773.59 113.89425:1592.80 114.13894:18382.81 114.81754:2934.00 115.14627:705.83 115.25788:4132.53 115.86783:2956.52 116.33825:534.81 116.39638:1252.85 116.60797:572.44 116.74745:858.99 118.36567:578.53 119.71260:246.19 120.15701:415.38 122.28786:271.22 122.39144:267.36 122.46052:254.41 122.67684:1070.05 122.77409:760.07 123.11655:3302.67 123.34353:514.95 123.58645:824.99 124.12720:10194.89 124.49123:1805.76 124.62927:801.95 125.13596:36600.96 125.39697:690.41 125.78356:989.73 126.14302:41535.48 126.49997:1667.72 126.72824:429.22 126.80177:1035.06 127.15308:116496.47 127.57293:898.02 127.92797:2788.91 128.15356:14356.48 128.56135:2476.90 128.81089:925.25 129.32485:342.59 129.46689:312.62 129.68153:1219.64 129.90718:1527.07 130.00023:851.37 130.21387:403.70 130.73082:672.85 132.70077:560.54 132.82728:332.34 135.68476:329.81 136.74135:283.62 137.28948:274.17 138.15002:5258.59 138.35374:1914.73 139.14416:16469.05 139.56669:358.37 140.15720:29460.62 140.39773:881.55 141.16766:82596.64 141.88146:435.79 142.16748:10753.04 142.87667:1682.17 143.09234:609.65 143.25898:707.40 143.59640:798.58 143.82943:2138.15 144.06274:4352.18 144.34622:1743.82 144.96562:492.59 150.19917:320.92 150.81196:280.35 151.92584:327.73 152.15232:4545.17 153.17288:8989.12 153.46895:279.83 153.87685:699.22 154.17335:24906.90 154.48469:910.65 155.18283:60960.70 155.64242:264.00 156.18588:7408.91 156.44347:1059.09 156.54731:1844.61 157.40004:338.20 158.28237:1247.90 159.26300:949.43 160.25028:762.13 166.16325:2335.92 167.17212:6190.47 167.41971:923.63 167.78901:285.14 168.18351:21302.34 168.67989:267.80 169.19923:48965.59 169.76242:892.86 169.87827:723.80 170.21046:7624.64 170.52920:413.61 170.63423:1076.16 171.26587:1094.49 171.38730:351.46 171.75629:474.73 172.32796:776.55 172.63603:215.03 172.84120:240.31 172.96436:323.83 173.41632:205.32 177.76019:277.00 178.30174:374.31 180.16044:1658.28 181.19822:4553.86 182.20763:16821.86 182.89604:540.70 183.21243:38158.73 184.21537:5816.74 186.75903:602.86 186.97302:797.44 187.33501:272.25 187.46323:273.35 192.71480:357.37 194.88805:368.36 195.25677:879.81 196.21721:12847.89 196.74447:523.78 197.22312:32229.51 198.01806:711.53 198.24451:5569.04 198.48434:855.34 198.65805:898.55 210.22694:10073.69 211.24029:24555.44 212.21315:5487.25 214.67570:204.58 216.41764:281.54 222.29048:291.27 223.26916:287.65 223.92281:245.80 224.25439:8350.70 225.24654:20508.11 226.26499:4744.21 226.66406:922.95 228.43072:241.25 229.30456:562.01 231.10587:1211.50 238.24825:6640.43 239.27007:16898.66 239.60707:261.20 240.27967:3075.26 252.26775:5512.12 253.27122:13602.43 254.30258:2896.81 261.64862:235.09 266.29827:4682.49 267.29043:13733.14 267.79582:335.52 268.23025:3549.26 280.29210:4239.19 281.30615:10118.88 282.37147:856.34 294.27466:3269.29 295.32254:8526.26 296.32356:3117.77 308.31227:2027.58 309.32264:7998.91 310.32768:2761.89 322.32318:799.72 323.37184:4403.98 324.36697:1148.17 336.30809:618.37 337.19744:246.93 337.36457:2486.53 366.37857:10659.97 367.40444:3169.02 434.57045:281.80 436.09980:149.77 438.48749:285.63 459.55810:184.17 461.46726:324.90 466.61426:136.06 484.52430:139.92 485.03197:144.47 497.46403:117.27 517.76379:209.85 521.81753:348.91 532.46751:138.09 545.80948:92.00 546.17434:89.34 559.61206:100.71 573.43745:98.14 581.69316:80.67 582.22052:85.20 583.95496:112.66 584.55884:163.34 589.81366:317.25 598.53443:136.10 635.88565:390.64
Peak 78	836900	113		705.514	46005	1.017	1.23	39	27	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	73.05870:75945.16 75.05846:3757.84 147.07300:28141.51 147.32176:1850.33 148.09296:2642.51 221.09578:17696.28 222.11602:4643.61 223.05943:1862.41 223.17586:462.20 295.11212:3204.24 354.03162:85.92 355.06332:11403.15 356.05608:1995.31 371.30357:149.21 429.24147:1478.70 462.64275:107.95 529.76502:195.56 548.21980:77.69 602.13076:88.64 630.74011:81.14 635.34134:173.41 643.31791:138.19
Tetracontane	20811484	715		723.891	1338576	0.789	1.03	1355	418	57.08	XIC(57.08±500ppm)			Unknown	Day 4 L-4 v-2:3	44.51191:2945.96 44.63597:5191.10 44.88177:2288.82 45.29666:508.90 45.37894:2250.33 45.48576:459.68 45.56993:668.88 45.92854:511.20 47.18404:320.93 48.82631:328.10 49.36491:2278.50 49.43150:937.77 49.60318:1624.72 49.75625:542.28 49.77973:544.46 50.19761:1025.82 50.29477:3161.08 50.47086:1197.09 50.60353:2080.72 50.67891:1224.80 50.77990:1855.24 50.86267:936.10 51.21900:1797.30 51.34462:2096.50 51.48846:612.24 51.59892:932.24 51.67835:406.10 51.93678:766.58 53.11045:8385.74 53.35935:3391.33 53.47638:557.83 53.49957:585.83 53.59103:1006.76 53.77904:6754.79 53.95703:2034.73 54.06253:57937.17 54.66950:1555.02 55.07038:549942.85 55.66559:2122.48 56.07776:305623.02 56.62415:1870.53 57.08400:2294838.86 57.77359:4678.47 57.94226:2522.56 57.96992:1529.92 58.08700:104338.59 58.90834:1330.62 59.13808:1161.89 59.16620:2651.55 59.35555:1790.85 59.45781:1972.47 59.56553:1883.10 59.91033:763.37 60.20510:1888.23 60.46678:1341.73 60.56311:1862.07 60.83593:1144.42 60.92820:844.69 61.14716:2731.11 61.93134:988.18 62.15586:1490.45 62.40541:1629.85 62.52100:697.82 62.63626:2919.70 62.81813:449.46 64.62351:282.45 64.87457:310.93 65.36561:538.14 65.76994:837.12 66.19951:1666.92 66.30256:831.32 66.63353:629.09 66.74758:280.29 66.79857:257.77 67.06850:57973.57 67.51960:1818.58 67.68458:1820.64 67.84822:305.85 68.07233:57385.87 68.81129:3977.89 69.08132:330454.05 69.58554:4329.52 69.72831:1766.34 70.08845:210533.81 71.09542:1382939.46 72.09638:81366.64 72.85968:823.33 73.28579:1788.91 73.71211:1825.92 73.86167:344.11 73.94214:547.51 74.19647:979.10 74.29138:344.08 74.42908:1683.94 74.74932:306.72 74.80329:355.79 75.23573:427.20 75.61515:344.69 76.67862:1080.37 79.01740:1778.82 79.74029:343.98 80.41050:387.57 80.59292:851.12 81.08174:27028.20 81.37472:839.06 81.40808:586.97 81.57534:534.51 81.69800:3006.81 82.08582:62400.08 82.61080:2136.25 83.09335:236136.72 83.86763:2443.38 84.10087:120735.73 84.86252:1129.20 85.10893:864218.55 86.11172:58447.42 86.83248:2839.66 87.10627:5154.45 87.37591:3070.71 87.57311:1028.31 87.70495:351.22 87.80688:1014.88 88.23184:309.52 88.31981:347.01 88.39201:695.58 89.61505:307.04 89.80769:700.50 91.57562:287.12 92.59390:258.90 93.19552:387.79 94.86005:261.95 95.09745:12011.04 95.39338:441.54 95.67875:975.35 96.09862:29420.48 96.70793:983.03 96.81972:1313.88 97.10784:175238.30 97.56906:1171.97 97.90950:1376.61 98.11332:77838.49 99.12286:270007.35 99.92739:1670.73 100.12537:22444.50 100.80700:889.30 101.15497:2051.05 101.87039:510.63 102.39081:265.60 102.67526:343.64 104.45404:376.52 108.25816:1153.87 109.11595:5386.13 109.76800:518.64 110.11526:16031.33 110.78339:568.00 111.12326:81215.57 111.50705:656.66 111.65244:1189.99 111.73873:446.63 111.83663:773.13 112.13073:54561.00 112.54846:368.06 112.66488:697.94 113.13737:170549.88 113.60284:1686.49 113.72678:1215.78 113.84366:320.30 113.92732:751.01 114.14119:17057.46 114.77913:1226.01 115.39708:783.29 115.56627:2110.54 115.79292:1961.05 121.61417:698.49 123.13474:1999.59 123.50385:1026.05 123.70034:964.66 124.13130:10299.20 125.14060:40551.90 125.67558:720.22 125.81775:614.56 126.14303:39115.40 126.65840:928.61 127.15289:115361.97 127.84620:1499.18 128.15446:14853.90 128.50872:964.84 128.73951:686.14 129.32485:380.47 129.43137:357.99 129.87579:2099.45 137.43583:273.33 137.78368:574.95 138.14547:5933.70 139.16055:17119.03 140.15840:30105.26 141.16779:87004.08 141.80472:1238.79 141.91929:839.75 142.17178:10273.45 142.61427:934.31 143.18417:1284.92 143.72390:1290.11 143.97313:1486.97 144.32734:244.83 152.14131:4683.06 153.16848:11091.30 154.17659:24244.81 155.18482:64879.81 156.18571:6499.99 166.18028:2897.56 167.17572:6565.99 168.18434:19340.92 169.20052:49155.71 170.19846:7924.41 172.26326:863.14 172.51299:267.12 180.20159:2902.12 181.19875:3357.12 182.20325:16594.61 183.21362:39005.11 184.22428:6284.23 184.44041:317.50 195.23690:527.85 196.21725:12751.35 197.22755:30570.94 198.22385:4612.35 210.24039:10258.80 211.23988:24475.34 212.23338:3210.02 224.24382:8409.99 225.25725:19864.60 226.24821:4722.37 238.26040:7105.75 239.26405:16751.51 239.70374:263.58 240.25246:3956.79 252.26696:6132.80 253.27160:13948.04 254.25085:1701.93 266.27198:4397.72 267.27666:12157.25 268.33150:1670.58 280.29191:3985.45 281.30184:10736.32 294.31718:3075.79 295.30647:8807.51 296.33244:1772.74 308.33281:2306.91 309.33292:7996.27 310.32420:1922.36 322.34390:1376.59 323.33407:7198.00 324.37519:1649.55 336.38446:941.64 337.35311:5226.67 338.34359:1936.51 351.40452:3302.57 365.38464:2042.69 365.62072:329.89 366.50419:510.72 394.42753:6567.11 395.39375:2389.25 493.91810:77.64 501.16246:86.28 604.31548:210.73 619.80743:83.69 621.64052:200.92 650.34125:100.54
Peak 80	913294	99		728.703	51690	0.995	0.98	38	24	73.06	XIC(73.06±500ppm)			Unknown	Day 4 L-4 v-2:3	73.05915:86481.03 74.10323:1235.42 147.07078:33424.82 148.07558:3238.35 221.09405:19156.25 222.10034:5207.53 230.74896:126.25 294.97280:500.33 296.15384:284.09 336.79617:209.50 355.06276:11652.34 356.06065:4912.80 357.03452:572.34 428.92888:1680.02 429.12061:4526.43 438.77767:79.52 458.72003:273.72 486.51982:149.08 503.26199:353.89 532.82788:110.42 562.02346:220.88 570.78087:224.10 594.72037:76.57 597.69429:110.65 601.36468:100.50 609.47275:246.96 625.80857:77.62 630.14767:273.50 646.60348:99.20
Peak 81	617334	260		731.763	37369	0.772	0.89	41	33	69.08	XIC(69.08±500ppm)			Unknown	Day 4 L-4 v-2:3	68.09011:5278.86 69.07985:57079.78 81.07719:22759.19 93.10515:993.03 95.08815:5555.03 107.11858:768.36 123.10962:2429.10 136.12148:896.80 136.19433:460.02 137.14087:4472.85 410.62192:239.01 435.31758:82.21 457.58884:277.32 459.92305:187.97 519.71775:88.90 531.45912:81.79 539.14958:204.61 570.59919:163.02 625.38003:167.01
Peak 82	1001101	197		751.001	46215	1.125	1.04	37	25	73.05	XIC(73.05±500ppm)			Unknown	Day 4 L-4 v-2:3	73.05395:68030.41 147.07009:33530.61 148.07792:4410.38 221.09710:18956.00 222.08885:3961.70 223.12922:543.11 245.44212:186.04 295.12137:4093.31 296.10010:315.86 420.58892:111.55 426.20517:167.18 428.89110:617.75 429.10282:6180.91 430.12076:651.74 527.86553:79.29 597.32018:371.50 604.58548:88.00 636.44096:226.22 636.71503:81.45 639.71306:111.71
